date,open,high,low,close,volume
19980813,9.71091,9.90785,9.574760000000001,9.574760000000001,13688958.93
19980814,9.89327,9.90785,9.60393,9.83248,15294637.81
19980817,9.96868,10.4087,9.69633,10.1972,32505872.93
19980818,10.3188,10.5473,10.2726,10.347999999999999,20880773.88
19980819,10.5765,10.6373,9.98318,9.98318,16138191.57
19980820,9.96868,10.0003,9.78628,9.87867,13912699.31
19980821,9.7255,10.5911,9.48236,10.4549,28807566.71
19980824,10.5619,10.5765,9.75711,10.0149,21273559.22
19980825,10.3042,10.3042,9.800880000000001,9.93947,17353552.03
19980826,9.69633,10.0003,9.60393,9.7717,14226107.25
19980827,9.54315,9.54315,8.662989999999999,9.14927,39099274.73
19980828,9.02769,9.36079,8.29829,8.31287,32572104.65
19980831,8.44903,8.48063,7.537260000000001,7.5834600000000005,30464235.69
19980901,7.62965,8.6022,7.4473,8.266680000000001,28311551.49
19980902,8.63138,9.08848,8.5706,8.64597,29877336.09
19980903,8.50981,8.54142,8.266680000000001,8.44903,14140554.77
19980904,8.63138,8.85993,8.20589,8.524410000000001,13364450.67
19980908,9.239230000000001,9.30001,8.9353,9.28542,13821393.66
19980909,9.253810000000001,9.27084,8.996089999999999,9.11766,12526244.47
19980910,8.81374,9.30001,8.692169999999999,9.239230000000001,18260035.6
19980911,9.36079,9.635539999999999,8.96691,9.13224,11997323.21
19980914,9.30001,9.436160000000001,9.02769,9.02769,8316693.03000001
19980915,8.9353,9.37539,8.87452,9.27084,14666596.4
19980916,9.3924,9.42158,8.996089999999999,9.05687,8890441.28000001
19980917,8.767539999999999,9.02769,8.72378,8.767539999999999,9203845.22
19980918,8.767539999999999,8.9353,8.64597,8.92072,9703560.91
19980921,8.67757,8.9815,8.585180000000001,8.9815,10264562.41
19980922,9.02769,9.14927,8.84535,8.996089999999999,8740320.47
19980923,9.05687,9.28542,8.88911,9.27084,9400029.56000001
19980924,9.21005,9.61852,9.17844,9.36079,16952553.2
19980925,9.28542,9.52855,9.14927,9.42158,7566087.24000001
19980928,9.664719999999999,9.7717,9.3924,9.49695,14109301.24
19980929,9.49695,9.7255,9.27084,9.60393,10334478.75
19980930,9.42158,9.54315,9.239230000000001,9.27084,5944371.06
19981001,8.9353,9.239230000000001,8.6022,8.653260000000001,12239167.85
19981002,8.63138,8.81374,8.29829,8.495230000000001,16124208.56
19981005,8.266680000000001,8.40283,7.65883,7.8265899999999995,19656362.65
19981006,8.1913,8.34205,7.9019699999999995,7.93358,13600120.31
19981007,7.8728,8.09891,7.62965,7.765810000000001,15076238.47
19981008,7.537260000000001,7.5834600000000005,6.9294199999999995,7.508089999999999,23561973.13
19981009,7.7804,8.50981,7.47647,8.50981,22298906.87
19981012,9.11766,9.346210000000001,8.88911,9.04228,21233254.22
19981013,9.253810000000001,9.52855,8.75295,9.37539,33277878.34
19981014,9.664719999999999,10.044,8.9499,9.13224,76137997.15
19981015,8.81374,9.05687,8.63138,8.87452,27026677.36
19981016,9.02769,9.239230000000001,8.88911,8.90612,20700220.98
19981019,8.92072,9.253810000000001,8.72378,9.11766,16847252.76
19981020,9.224639999999999,9.28542,8.75295,8.78456,12893522.71
19981021,8.9353,9.103060000000001,8.692169999999999,9.02769,14738161.37
19981022,8.96691,9.14927,8.81374,8.9353,11305123.24
19981023,8.9353,8.96691,8.54142,8.61679,12655799.02
19981026,8.767539999999999,9.17844,8.662989999999999,9.11037,15745818.98
19981027,9.239230000000001,9.46778,8.54142,8.5706,17199318.22
19981028,8.5706,8.996089999999999,8.54142,8.92072,11912602.87
19981029,8.85993,9.103060000000001,8.70675,8.85993,12254377.63
19981030,8.9499,9.11766,8.81374,9.02769,11164462.29
19981102,9.11766,9.17844,9.05687,9.13224,8899901.60000001
19981103,9.08848,9.30001,9.07146,9.21005,13097938.47
19981104,9.37539,9.51397,9.27084,9.406989999999999,22048837.56
19981105,9.33162,9.574760000000001,9.253810000000001,9.27084,21041992.54
19981106,9.21005,9.30001,9.05687,9.239230000000001,28021996.86
19981109,9.16385,9.27084,8.63138,8.90612,23701812.3
19981110,8.79915,8.81374,8.50981,8.50981,29246001.85
19981111,8.692169999999999,8.70675,7.96275,8.17671,33254020.67
19981112,8.05514,8.373660000000001,7.99436,8.281260000000001,20816613.85
19981113,8.495230000000001,8.767539999999999,8.434439999999999,8.662989999999999,27885452.63
19981116,8.73836,8.9353,8.61679,8.767539999999999,12765199.86
19981117,8.692169999999999,8.70675,8.44903,8.46362,7218135.92
19981118,8.55601,8.75295,8.48063,8.6022,11517760.88
19981119,8.63138,9.04228,8.61679,8.64597,12176235.42
19981120,8.85993,8.9353,8.44903,8.5706,13180195.48
19981123,8.64597,8.9499,8.55601,8.81374,20609731.32
19981124,8.78456,8.9353,8.692169999999999,8.731069999999999,9594571.04000001
19981125,8.72378,8.767539999999999,8.495230000000001,8.55601,10425786.7
19981127,8.524410000000001,8.54142,8.44903,8.524410000000001,5385430.47
19981130,8.40283,8.46362,7.71962,7.7804,18489949.97
19981201,7.7804,8.46362,7.69044,8.31287,28770137.67
19981202,8.29829,8.96691,8.14511,8.75295,29921327.26
19981203,8.82832,8.87452,8.17671,8.20589,21030894.96
19981204,8.34205,8.373660000000001,7.7804,7.96275,25024518.47
19981207,8.11593,8.20589,7.96275,8.1913,17366715.81
19981208,8.25208,8.25208,7.7804,7.794989999999999,23599819.77
19981209,7.948160000000001,7.99436,7.69044,7.765810000000001,20875017.78
19981210,7.948160000000001,8.00895,7.75122,7.7804,12928074.62
19981211,7.841189999999999,8.266680000000001,7.7804,8.22048,23175358.73
19981214,7.99436,8.09891,7.841189999999999,7.9165600000000005,17269237.36
19981215,7.96275,8.17671,7.96275,8.14511,8890443.69000001
19981216,8.20589,8.31287,7.93358,7.99436,13150991.44
19981217,8.00895,8.20589,7.96275,8.14511,10849002.32
19981218,8.11593,8.6022,8.08432,8.54142,27042308.97
19981221,8.6022,8.662989999999999,8.32746,8.50981,12195979.88
19981222,8.84535,9.27084,8.75295,9.224639999999999,37729674.16
19981223,9.3924,9.84707,9.36079,9.69633,42673381.07
19981224,9.69633,9.7255,9.52855,9.52855,7234177.57
19981228,9.48236,10.0003,9.48236,9.90785,25434171.56
19981229,10.0003,10.0902,9.78628,9.90785,13720628.85
19981230,9.75711,10.0003,9.7255,9.75711,7864274.81999999
19981231,9.84707,10.0611,9.60393,9.96868,9251553.44999999
19990104,10.2434,10.2726,9.7255,10.0294,30333046.33
19990105,10.1972,10.6835,10.0902,10.5303,48460238.09
19990106,10.7297,10.7297,9.96868,10.1656,45318386.9
19990107,10.2726,10.9558,10.258,10.9266,46545685.02
19990108,11.3205,11.3982,10.6981,10.9266,22650966.03
19990111,11.1236,11.199000000000002,10.9121,11.1551,19570000.23
19990112,11.2597,11.3375,10.7297,11.199000000000002,26864225.15
19990113,10.4258,11.5028,10.2726,11.2913,31850287.69
19990114,11.0628,11.1844,9.98318,10.0756,58135832.99
19990115,10.1656,10.2434,9.7255,10.0513,33480639.17
19990119,10.1972,10.2726,9.81789,9.93947,18304869.58
19990120,10.0003,10.2118,9.84707,9.86166,26389182.15
19990121,9.83248,9.86166,9.11766,9.42158,20248624.06
19990122,9.16385,9.60393,9.01067,9.42158,11300597.92
19990125,9.54315,9.61852,9.436160000000001,9.574760000000001,13052282.16
19990126,9.71091,9.93947,9.635539999999999,9.86166,19285383.68
19990127,9.96868,10.0611,9.71091,9.7255,11405477.1
19990128,9.93947,10.0294,9.800880000000001,9.93947,9558786.08
19990129,10.0149,10.1048,9.7255,10.0294,8303942.25
19990201,10.1364,10.1972,9.800880000000001,9.93947,9636108.27
19990202,9.81789,9.90785,9.48236,9.51397,10626493.11
19990203,9.48236,9.86166,9.42158,9.7717,10821033.5
19990204,9.7717,9.78628,9.21005,9.224639999999999,15298748.05
19990205,9.30001,9.33162,8.63138,8.82832,24580732.15
19990208,8.92072,9.224639999999999,8.81374,9.17844,16413751.8
19990209,9.224639999999999,9.49695,9.01067,9.04228,24789674.76
19990210,8.96691,9.406989999999999,8.75295,9.30001,19734097.89
19990211,9.42158,9.664719999999999,9.37539,9.61852,18798825.19
19990212,9.51397,9.51397,8.996089999999999,9.17844,14453961.96
19990216,9.45318,9.45318,9.21005,9.346210000000001,9942522.51
19990217,9.27084,9.406989999999999,8.9815,8.996089999999999,10047397.95
19990218,9.13224,9.21005,8.64597,8.74565,16985861.11
19990219,8.81374,9.16385,8.79915,9.04228,12913676.06
19990222,9.08848,9.45318,9.07146,9.3146,10298694.97
19990223,9.37539,9.61852,9.224639999999999,9.33162,11363523.38
19990224,9.436160000000001,9.48236,9.08848,9.08848,7196748.65
19990225,9.07146,9.16385,8.87452,8.9815,8927456.12
19990226,8.87452,8.996089999999999,8.38824,8.46362,23441053.01
19990301,8.46362,8.46362,8.17671,8.1913,16882215.72
19990302,8.29829,8.585180000000001,8.20589,8.41986,21937787.9
19990303,8.44903,8.54142,8.14511,8.32746,9444038.66000001
19990304,8.38824,8.48063,7.8728,8.130519999999999,12739702.91
19990305,8.34205,8.34205,7.8728,8.08432,14646859.96
19990308,8.08432,8.434439999999999,8.06974,8.35907,17145439.91
19990309,8.34205,8.35907,8.14511,8.266680000000001,11120040.74
19990310,8.31287,8.31287,7.88738,7.93358,18780725.93
19990311,7.841189999999999,8.2375,7.7804,7.794989999999999,15747470.51
19990312,7.85577,8.14511,7.85577,8.03813,9291037.28000001
19990315,8.09891,8.50981,8.08432,8.281260000000001,12220243.16
19990316,8.50981,8.64597,8.495230000000001,8.61679,13548301.16
19990317,8.73836,8.767539999999999,8.25208,8.281260000000001,12599865.2
19990318,8.35907,8.662989999999999,8.32746,8.6022,7917332.07000001
19990319,8.73836,8.75295,7.99436,8.09891,18104983.87
19990322,8.266680000000001,8.54142,8.00895,8.524410000000001,18833783.62
19990323,8.373660000000001,8.373660000000001,7.96275,8.023539999999999,12478121.04
19990324,8.08432,8.20589,7.9019699999999995,8.17671,13231608.99
19990325,8.35907,8.48063,8.11593,8.2375,13674156.11
19990326,8.20589,8.22048,8.03813,8.08432,8890027.01000001
19990329,8.14511,8.61679,8.130519999999999,8.585180000000001,19581097.83
19990330,8.50981,8.84535,8.50981,8.72378,19242195.76
19990331,8.84535,9.02769,8.72378,8.75295,14430920.81
19990401,8.767539999999999,8.92072,8.692169999999999,8.75295,8108582.25
19990405,8.75295,9.21005,8.75295,9.01067,16134488.78
19990406,8.9499,9.3146,8.9499,9.239230000000001,21082720.64
19990407,9.253810000000001,9.30001,8.84535,8.996089999999999,14525108.5
19990408,8.96691,9.01067,8.75295,8.92072,10150631.92
19990409,8.81374,9.05687,8.73836,8.92072,9561254.08000001
19990412,8.50981,8.96691,8.48063,8.767539999999999,13438073.51
19990413,8.82832,8.9499,8.38824,8.41986,14306142.23
19990414,8.6022,9.01067,8.50981,8.64597,22704280.196
19990415,8.6022,8.81374,8.34205,8.67757,53176903.07
19990416,8.72378,8.767539999999999,8.5706,8.6022,17666135.01
19990419,8.67757,8.75295,8.14511,8.2375,32110230.22
19990420,8.2375,8.44903,8.14511,8.266680000000001,18104152.63
19990421,8.266680000000001,8.35907,8.14511,8.34205,12071770.04
19990422,8.524410000000001,8.90612,8.524410000000001,8.84535,24715643.34
19990423,8.81374,9.58934,8.81374,9.51397,33453907.63
19990426,9.60393,10.0294,9.54315,9.93947,32526041.27
19990427,10.4866,11.1382,10.4549,11.0943,73447745.5100001
19990428,10.8513,11.1089,10.6081,10.6981,33463369.86
19990429,10.5157,10.7905,10.1583,10.4695,26957992.81
19990430,10.6981,11.459000000000001,10.6981,11.1236,51641566.350000106
19990503,11.199000000000002,12.1568,11.1236,12.0353,51814290.83
19990504,11.7313,11.8237,11.2305,11.3205,28589586.03
19990505,11.2597,11.4274,10.8513,11.4128,20630711.61
19990506,11.3205,11.3982,10.6981,10.8197,14245845.08
19990507,10.8513,11.1551,10.3942,11.1551,15263375.75
19990510,11.3666,11.4128,10.8513,11.002,13956708.54
19990511,10.9121,11.2305,10.5911,10.8659,16230732.67
19990512,10.9121,11.3058,10.7297,11.2767,14061587.46
19990513,11.2913,11.3813,11.0628,11.2452,10090585.47
19990514,10.9727,11.1382,10.7905,10.8051,7861393.58
19990517,10.6373,10.8659,10.4549,10.8051,7248982.75
19990518,10.895,11.1844,10.7905,11.0166,15008776.57
19990519,11.0628,11.1236,10.5765,10.9727,10283893.24
19990520,11.0482,11.1236,10.3334,10.3334,14433809.4
19990521,10.4549,10.7735,10.347999999999999,10.6689,15629837.3
19990524,10.6081,10.7735,10.1826,10.1972,9257308.59
19990525,10.1048,10.3188,9.954080000000001,10.0756,12510608.43
19990526,10.151,10.7905,9.7255,10.7127,14992747.73
19990527,10.5011,10.6373,10.3796,10.5911,11856662.11
19990528,10.5303,10.7735,10.4866,10.6835,6775999.15
19990601,10.9412,11.0166,10.7905,10.9121,16375094.07
19990602,10.8197,11.655999999999999,10.6981,11.3058,18477193.93
19990603,11.3982,11.6706,11.3813,11.5344,16084725.5
19990604,11.5806,11.7168,11.4882,11.6851,12489226.47
19990607,11.7022,11.9137,11.549000000000001,11.8675,14834814.52
19990608,11.8529,11.8675,11.5806,11.5952,10627313.95
19990609,11.5344,11.7921,11.5344,11.7775,12476480.3
19990610,11.6414,11.7313,11.5028,11.7313,11015575.87
19990611,11.7022,11.7921,11.2452,11.3205,6028275.29000001
19990614,11.3058,11.3375,10.9727,11.002,5138653.83000001
19990615,10.9874,11.3666,10.9727,11.199000000000002,4419309.60000001
19990616,11.2767,11.6851,11.2767,11.6414,7827256.34000001
19990617,11.5806,11.6098,11.1236,11.2767,7603515.85
19990618,11.0335,11.4882,10.9874,11.3982,4818673.06000001
19990621,11.4274,11.4882,11.1844,11.3058,4679654.34
19990622,11.2597,11.4128,11.0335,11.0774,5080251.36000001
19990623,10.9558,10.9631,10.5911,10.6373,18188058.94
19990624,10.6081,10.6081,10.2726,10.2872,14628759.22
19990625,10.3334,10.3796,10.2264,10.2434,9619658.87
19990628,10.3188,10.4404,10.3042,10.347999999999999,9237571.80000001
19990629,10.3868,11.002,10.365,11.002,12683358.3
19990630,11.1089,11.4128,10.9266,11.2767,11352835.17
19990701,11.2597,11.3205,11.0166,11.0482,5164565.78
19990702,11.07,11.3982,10.9874,11.2597,4070944.56
19990706,11.1697,11.5806,11.1551,11.5028,15194280.2
19990707,11.5198,12.3392,11.4274,12.1423,39153972.68
19990708,12.4316,13.3871,12.3708,13.2218,56864118.04
19990709,13.251,13.5087,12.8863,13.4941,21367737.89
19990712,13.4941,13.5257,13.1756,13.2364,10642125.31
19990713,13.0078,13.1756,12.8571,13.0395,9981815.62200001
19990714,13.251,13.7689,13.251,13.5865,20965355.856
19990715,13.5865,13.6011,12.4754,13.0078,58941540.41
19990716,13.0395,13.251,12.8863,12.8863,14448606.11
19990719,13.1148,13.5695,12.7185,13.2364,19623876.89
19990720,13.2656,13.4941,12.8255,12.8401,15512205.5
19990721,13.161,13.4795,12.8571,13.1294,25756203.1
19990722,13.0395,13.1002,12.4316,12.7501,14245847.94
19990723,12.8401,13.0686,12.8109,12.9616,8103643.06
19990726,12.8571,12.8863,12.3708,12.4,12060665.06
19990727,12.7963,13.1148,12.7647,13.0395,12794404.43
19990728,13.1002,13.465,12.8863,13.2048,11797847.32
19990729,12.9787,13.4333,12.9179,13.1294,9522589.82
19990730,13.251,13.6473,13.251,13.5403,13438895.99
19990802,13.5257,14.102,13.4941,13.6303,12902164.45
19990803,13.7981,13.9658,13.0395,13.4333,13261629.42
19990804,13.4188,13.5865,12.9471,13.0832,12715439.21
19990805,13.0078,13.3434,12.6747,13.3434,11455654.31
19990806,13.144,13.4479,13.0078,13.161,15212792.51
19990809,13.2121,13.4188,13.1902,13.2218,8410465.56
19990810,13.1294,13.6157,13.0395,13.4188,14800678.01
19990811,13.6157,14.5275,13.6011,14.4983,30312469.86
19990812,14.3597,14.9238,14.2552,14.5883,22612310.6
19990813,14.7415,15.0746,14.5591,14.5883,10135004.2
19990816,14.5421,14.755999999999998,14.4667,14.7098,9613077.30000001
19990817,14.6636,14.6807,14.3305,14.6491,10195054.03
19990818,14.6029,15.0746,14.4983,14.6199,15213200.2
19990819,14.5421,14.7098,14.2381,14.2843,18341058.03
19990820,14.4059,14.4375,14.1482,14.4059,11133613.84
19990823,14.4375,14.9238,14.4205,14.7706,12385583.95
19990824,14.6807,14.7706,14.5737,14.6807,17057421.81
19990825,14.755999999999998,14.953,14.6199,14.9068,10467740.17
19990826,14.863,15.3493,14.863,15.1499,14245436.83
19990827,15.2569,15.804,15.2423,15.7432,15941183.75
19990830,15.804,15.804,15.0746,15.1062,11247543.54
19990831,15.218,16.0179,15.0891,15.8647,22240501.36
19990901,16.2902,16.7303,16.047,16.7011,26974856.46
19990902,16.4434,17.3697,16.261,17.1874,30744739.42
19990903,17.4913,18.2961,17.1412,17.8414,57278698.53
19990907,17.9314,18.9502,17.8706,18.5709,34904939.42
19990908,18.5247,18.8894,18.1137,18.1283,26602640.71
19990909,18.3569,18.4639,17.963,18.3715,18649939.6
19990910,18.4785,18.8894,18.1599,18.814,15409796.06
19990913,18.7362,18.7362,18.1891,18.2353,8737027.98
19990914,18.1672,19.0863,18.1599,18.904,13545829.71
19990915,19.1787,19.2395,18.2961,18.3277,11732451.2
19990916,18.493,18.9793,17.963,18.6754,15863037.73
